"id","statecode","stshcode","statecrscode","nationalcrscode","course_desc","course_sdesc","course_ldescr","course_cat_type","course_cat_type_name","course_subcatcode","course_subcat_name","course_catcode","course_catname","course_level_type","course_level_type_value","course_length","course_length_value","available_course_credit","available_course_credit_value","graduation_requirement","course_level","course_level_value","cet_course","cet_course_value","state_off_in_grade","county_off_in_grade","max_gpa_unweighted","max_gpa_unweighted_value","max_gpa_weighted","max_gpa_weighted_value","course_url","course_prerequisites","course_prerequisite_value","course_code","course_perquisitestext","course_blocked","rs_code","course_type","course_type_value","course_datasource","course_teacherattribute","equivalent_courses","include_in_gpa","series_of_courses","mandatory","mandatory_value","is_fine_arts","course_sced_code","eoc_applicable","eoc_applicable_value","waeoc_final_grade","credit_per_semester","max_semesters","offered_gradeto","grading_pattern","course_flg","cclstrids","jobids","crusr","crdate","cripaddress","modusr","moddate","modipaddress","sts"
72,12,FL,"110320","",AICE Art and Design - Printmaking AS Level,AICE ART&DESPRINT AS,"","1127",Electives-Others,228,Printmaking,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1090,1098,AICE,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/10406,"1142",No,"","",N,72,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1112,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
73,12,FL,"111310","",Sculpture 1,SCULPT 1,"","1127",Electives-Others,229,Sculpture,170,CLEP Credits via CAP,1069,Regular,1075,Year,"1132","1.00",1090,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13678,"1142",No,"","",N,73,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1110,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
74,12,FL,"111320","",Sculpture 2,SCULPT 2,"","1127",Electives-Others,229,Sculpture,170,CLEP Credits via CAP,1069,Regular,1075,Year,"1132","1.00",1090,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13679,"1142",No,"","",N,74,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1110,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
75,12,FL,"111330","",Sculpture 3 Honors,SCULPT 3 HON,"","1127",Electives-Others,229,Sculpture,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1090,1097,Honors,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/13680,"1142",No,"","",N,75,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1111,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
76,12,FL,"111340","",AICE Art and Design - Sculpture AS Level,AICE ART&DES SCUL AS,"","1127",Electives-Others,229,Sculpture,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1090,1098,AICE,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/2833,"1142",No,"","",N,76,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1112,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
77,12,FL,"113300","",Architectural Design and Drawing 1,ARCH DES & DRAW 1,"","1127",Electives-Others,230,Architectural Design,170,CLEP Credits via CAP,1069,Regular,1075,Year,"1132","1.00",1090,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13681,"1142",No,"","",N,77,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1110,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
78,12,FL,"113310","",Architectural Design and Drawing 2,ARCH DES & DRAW 2,"","1127",Electives-Others,230,Architectural Design,170,CLEP Credits via CAP,1069,Regular,1075,Year,"1132","1.00",1090,1096,Regular,"1150",No,"9, 10, 11, 12","","1136","4.00","1136","4.00",http://www.cpalms.org/Public/PreviewCourse/Preview/13682,"1142",No,"","",N,78,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1110,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
79,12,FL,"113320","",Architectural Design and Drawing 3 Honors,ARCH DES & DRAW 3 H,"","1127",Electives-Others,230,Architectural Design,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1090,1097,Honors,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/13683,"1142",No,"","",N,79,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1111,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
80,12,FL,"114800","",Florida's Preinternational Baccalaureate Art 1,FL PRE-IB ART 1,"","1127",Electives-Others,231,Research / Studio / Theory,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1090,1100,IB Course,"1150",No,"9, 10","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/13684,"1142",No,"","",N,80,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1111,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
81,12,FL,"114810","",Florida's Preinternational Baccalaureate Art 2,FL PRE-IB ART 2,"","1127",Electives-Others,231,Research / Studio / Theory,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1090,1100,IB Course,"1150",No,"9, 10","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/13685,"1142",No,"","",N,81,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1111,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
82,12,FL,"114815","",International Baccalaureate Visual Arts 1,IB VISUAL ARTS 1,"","1127",Electives-Others,231,Research / Studio / Theory,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1090,1100,IB Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14406,"1142",No,"","",N,82,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
83,12,FL,"114825","",International Baccalaureate Visual Arts 2,IB VISUAL ARTS 2,"","1127",Electives-Others,231,Research / Studio / Theory,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1090,1100,IB Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14407,"1142",No,"","",N,83,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
84,12,FL,"114835","",International Baccalaureate Visual Arts 3,IB VISUAL ARTS 3,"","1127",Electives-Others,231,Research / Studio / Theory,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1090,1100,IB Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14408,"1142",No,"","",N,84,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
85,12,FL,"114850","",International Baccalaureate Art A-1,PRE-AP VISUAL ARTS/IB ART A-1,"The purpose of this course is to produce personal visual statements that search for a synthesis of aesthetic values and functional requirements and to understand the complex language of visual symbols which form part of every culture. The content should include, but not be limited to, the following: -opportunities for students to develop aesthetic, imaginative, and creative faculties -activities that stimulate and train visual awareness, perception, and criticism of the arts of various cultures   -activities that will enable students to discover, develop, and enjoy means of creative visual expression, which are suited to their temperament and capabilities in the studio and elsewhere -activities that will encourage the pursuit of quality through training, individual experiment, and persistent endeavor -activities that will exemplify and encourage a lively, inquiring, and informed attitude toward art and design in all their forms, in history and today  ","1127",Electives-Others,231,Research / Studio / Theory,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1090,1100,IB Course,"1150",No,"9, 10, 11, 12","11,","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/2846,"1142",No,"",None,N,85,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1115,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
86,12,FL,"114880","",International Baccalaureate Mid Yrs Prog Art 1,IB MYP ART 1,"","1127",Electives-Others,231,Research / Studio / Theory,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1090,1100,IB Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/3318,"1142",No,"","",N,86,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
87,12,FL,"114890","",International Baccalaureate Mid Yrs Prog Art 2,IB MYP ART 2,"","1127",Electives-Others,231,Research / Studio / Theory,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1075,Year,"1132","1.00",1090,1100,IB Course,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/3319,"1142",No,"","",N,87,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1114,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
89,12,FL,"200339","",CLEP Information Systems,CLEP INFO SYSTEMS,"","1127",Electives-Others,232,CLEP Exams,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1076,N/A,"1132","1.00",1095,1101,CLEP Program,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14652,"1142",No,"","",N,89,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1116,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
90,12,FL,"500531","",CLEP Introductory Business Law,CLEP BUSINESS LAW,"","1127",Electives-Others,232,CLEP Exams,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1076,N/A,"1132","1.00",1095,1101,CLEP Program,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14653,"1142",No,"","",N,90,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1116,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
91,12,FL,"500532","",CLEP Financial Accounting,CLEP FINAN ACCTING,"","1127",Electives-Others,232,CLEP Exams,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1076,N/A,"1132","1.00",1095,1101,CLEP Program,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14654,"1142",No,"","",N,91,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1116,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
92,12,FL,"500533","",CLEP Principles of Management,CLEP PRIN OF MGMT,"","1127",Electives-Others,232,CLEP Exams,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1076,N/A,"1132","1.00",1095,1101,CLEP Program,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14655,"1142",No,"","",N,92,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1116,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
93,12,FL,"500534","",CLEP Principles of Marketing,CLEP PRIN OF MARKET,"","1127",Electives-Others,232,CLEP Exams,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1076,N/A,"1132","1.00",1095,1101,CLEP Program,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14656,"1142",No,"","",N,93,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1116,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
94,12,FL,"701382","","CLEP French Language, Levels 1-2",CLEP FRENCH LANG 1-2,"","1127",Electives-Others,232,CLEP Exams,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1076,N/A,"1132","1.00",1095,1101,CLEP Program,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14657,"1142",No,"","",N,94,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1116,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
95,12,FL,"702382","","CLEP German Language, Levels 1-2",CLEP GERMAN LANG 1-2,"","1127",Electives-Others,232,CLEP Exams,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1076,N/A,"1132","1.00",1095,1101,CLEP Program,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14658,"1142",No,"","",N,95,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1116,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
96,12,FL,"708450","","CLEP Spanish Language, Levels 1-2",CLEP SPAN LANG 1-2,"","1127",Electives-Others,232,CLEP Exams,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1076,N/A,"1132","1.00",1095,1101,CLEP Program,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14659,"1142",No,"","",N,96,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1116,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
97,12,FL,"800391","",CLEP Human Growth & Development,CLEP HUMAN GROW/DEV,"","1127",Electives-Others,232,CLEP Exams,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1076,N/A,"1132","1.00",1095,1101,CLEP Program,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14660,"1142",No,"","",N,97,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1116,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
98,12,FL,"900321","",CLEP Humanities,CLEP HUMANITIES,"","1127",Electives-Others,232,CLEP Exams,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1076,N/A,"1132","1.00",1095,1101,CLEP Program,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14661,"1142",No,"","",N,98,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1116,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
99,12,FL,"1005900","",CLEP American Literature,CLEP AMERICAN LIT,"","1127",Electives-Others,232,CLEP Exams,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1076,N/A,"1132","1.00",1086,1101,CLEP Program,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14662,"1142",No,"","",N,99,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1116,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
100,12,FL,"1005901","",CLEP English Literature,CLEP ENGLISH LIT,"","1127",Electives-Others,232,CLEP Exams,170,CLEP Credits via CAP,1070,"Honors, IB, AP, AICE, advanced college-preparatory course",1076,N/A,"1132","1.00",1086,1101,CLEP Program,"1150",No,"9, 10, 11, 12","","1136","4.00","1137","4.50",http://www.cpalms.org/Public/PreviewCourse/Preview/14663,"1142",No,"","",N,100,1107,High School & Adult Education,Section 3 -Grades 9 to 12 and Adult Education Course Listing,1116,0,Y,N,"1140",No,"0","0","1148",No,"0.00","0.00",0,"0","0",,"","","1","20/07/18 19:20","1.1.1.1","1","20/07/18 19:20","2.2.2.2",0
